UDI,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF,Failure Type
8338,23197.0,M,298.8,309.7,1589.0,35.3,149.0,0,0,0,0,0,0,Tool Wear Failure
8339,55518.0,L,298.8,309.7,1740.0,28.5,152.0,0,0,0,0,0,0,Tool Wear Failure
8340,23199.0,M,298.8,309.7,1499.0,40.3,154.0,0,0,0,0,0,0,Tool Wear Failure
8341,23200.0,M,298.8,309.7,1480.0,38.1,157.0,0,0,0,0,0,0,Tool Wear Failure
8342,55521.0,L,298.8,309.7,1751.0,29.6,160.0,0,0,0,0,0,0,Tool Wear Failure
8343,55522.0,L,298.7,309.7,1510.0,40.6,162.0,0,0,0,0,0,0,Tool Wear Failure
8344,37757.0,H,298.8,309.8,1437.0,48.2,164.0,0,0,0,0,0,0,Tool Wear Failure
8345,55524.0,L,298.8,309.7,1609.0,40.4,169.0,0,0,0,0,0,0,Tool Wear Failure
8346,37759.0,H,298.8,309.8,1490.0,35.9,171.0,0,0,0,0,0,0,Tool Wear Failure
8347,55526.0,L,298.7,309.7,1601.0,35.7,176.0,0,0,0,0,0,0,Tool Wear Failure
8348,55527.0,L,298.7,309.6,1665.0,31.1,178.0,0,0,0,0,0,0,Tool Wear Failure
8349,23208.0,M,298.7,309.6,1452.0,42.7,180.0,0,0,0,0,0,0,Tool Wear Failure
8350,23209.0,M,298.7,309.5,1487.0,33.6,183.0,0,0,0,0,0,0,Tool Wear Failure
8351,23210.0,M,298.7,309.6,1382.0,48.1,186.0,0,0,0,0,0,0,Tool Wear Failure
8352,23211.0,M,298.7,309.6,1686.0,26.2,189.0,0,0,0,0,0,0,Tool Wear Failure
8353,55532.0,L,298.6,309.6,1491.0,36.9,192.0,0,0,0,0,0,0,Tool Wear Failure
8354,55533.0,L,298.7,309.6,1442.0,55.6,194.0,0,0,0,0,0,0,Tool Wear Failure
8355,55534.0,L,298.6,309.6,1390.0,50.3,196.0,0,0,0,0,0,0,Tool Wear Failure
8356,55535.0,L,298.7,309.6,1502.0,46.7,198.0,0,0,0,0,0,0,Tool Wear Failure
8357,23216.0,M,298.6,309.6,1344.0,59.4,200.0,0,0,0,0,0,0,Tool Wear Failure
8358,55537.0,L,298.5,309.5,1385.0,46.3,203.0,1,1,0,0,0,0,Tool Wear Failure
8359,55538.0,L,298.7,309.7,1547.0,37.4,0.0,0,0,0,0,0,0,Tool Wear Failure
8360,23219.0,M,298.6,309.6,1525.0,42.4,2.0,0,0,0,0,0,0,Tool Wear Failure
8361,55540.0,L,298.6,309.6,1540.0,35.8,5.0,0,0,0,0,0,0,Tool Wear Failure
8362,55541.0,L,298.6,309.5,1450.0,44.3,7.0,0,0,0,0,0,0,Tool Wear Failure
8363,55542.0,L,298.6,309.6,1353.0,62.5,9.0,0,0,0,0,0,0,Tool Wear Failure
8364,55543.0,L,298.8,309.7,1582.0,45.0,11.0,0,0,0,0,0,0,Tool Wear Failure
8365,55544.0,L,298.9,309.8,1396.0,49.0,13.0,0,0,0,0,0,0,Tool Wear Failure
8366,23225.0,M,298.8,309.8,1551.0,36.6,15.0,0,0,0,0,0,0,Tool Wear Failure
8367,23226.0,M,298.9,309.8,1836.0,22.8,18.0,0,0,0,0,0,0,Tool Wear Failure
8368,55547.0,L,298.9,309.8,1390.0,49.9,21.0,0,0,0,0,0,0,Tool Wear Failure
8369,55548.0,L,298.9,309.8,1534.0,42.1,23.0,0,0,0,0,0,0,Tool Wear Failure
8370,55549.0,L,298.8,309.7,1953.0,20.6,25.0,0,0,0,0,0,0,Tool Wear Failure
8371,55550.0,L,298.8,309.8,1634.0,33.6,27.0,0,0,0,0,0,0,Tool Wear Failure
8372,55551.0,L,298.7,309.7,1881.0,21.7,29.0,0,0,0,0,0,0,Tool Wear Failure
8373,23232.0,M,298.8,309.7,1448.0,44.8,31.0,0,0,0,0,0,0,Tool Wear Failure
8374,23233.0,M,298.7,309.7,1362.0,50.5,34.0,0,0,0,0,0,0,Tool Wear Failure
8375,55554.0,L,298.8,309.7,1225.0,63.4,37.0,0,0,0,0,0,0,Tool Wear Failure
8376,23235.0,M,298.8,309.6,1384.0,48.2,39.0,0,0,0,0,0,0,Tool Wear Failure
8377,55556.0,L,298.8,309.8,1334.0,49.3,42.0,0,0,0,0,0,0,Tool Wear Failure
8378,55557.0,L,298.8,309.7,1336.0,50.3,44.0,0,0,0,0,0,0,Tool Wear Failure
8379,23238.0,M,298.8,309.9,1331.0,61.6,46.0,0,0,0,0,0,0,Tool Wear Failure
8380,55559.0,L,298.8,309.9,1629.0,31.9,49.0,0,0,0,0,0,0,Tool Wear Failure
8381,55560.0,L,298.9,310.0,1776.0,25.7,51.0,0,0,0,0,0,0,Tool Wear Failure
8382,37795.0,H,298.8,310.0,1530.0,38.3,53.0,0,0,0,0,0,0,Tool Wear Failure
8383,55562.0,L,298.9,310.0,1719.0,27.3,58.0,0,0,0,0,0,0,Tool Wear Failure
8384,23243.0,M,298.8,309.9,1495.0,35.2,60.0,0,0,0,0,0,0,Tool Wear Failure
8385,55564.0,L,298.8,309.7,1450.0,43.1,63.0,0,0,0,0,0,0,Tool Wear Failure
8386,37799.0,H,298.8,309.8,1563.0,38.8,65.0,0,0,0,0,0,0,Tool Wear Failure
8387,23246.0,M,298.9,309.9,1501.0,37.1,70.0,0,0,0,0,0,0,Tool Wear Failure
8388,55567.0,L,298.8,309.9,1351.0,47.2,73.0,0,0,0,0,0,0,Tool Wear Failure
8389,55568.0,L,298.9,309.9,1365.0,46.5,75.0,0,0,0,0,0,0,Tool Wear Failure
8390,55569.0,L,298.8,309.9,1525.0,39.7,77.0,0,0,0,0,0,0,Tool Wear Failure
8391,23250.0,M,298.8,309.8,1288.0,61.9,79.0,0,0,0,0,0,0,Tool Wear Failure
8392,55571.0,L,298.6,309.6,1423.0,42.7,82.0,0,0,0,0,0,0,Tool Wear Failure
8393,23252.0,M,298.5,309.6,1502.0,39.4,84.0,0,0,0,0,0,0,Tool Wear Failure
8394,55573.0,L,298.5,309.5,1428.0,43.5,87.0,0,0,0,0,0,0,Tool Wear Failure
8395,23254.0,M,298.6,309.5,1566.0,38.1,89.0,0,0,0,0,0,0,Tool Wear Failure
8396,23255.0,M,298.5,309.5,1483.0,44.8,92.0,0,0,0,0,0,0,Tool Wear Failure
8397,37810.0,H,298.6,309.6,1593.0,33.3,95.0,0,0,0,0,0,0,Tool Wear Failure
8398,55577.0,L,298.5,309.6,1724.0,26.4,100.0,0,0,0,0,0,0,Tool Wear Failure
8399,55578.0,L,298.5,309.7,2617.0,12.1,102.0,1,0,0,1,0,0,Power Failure
8400,55579.0,L,298.6,309.7,1294.0,59.4,104.0,0,0,0,0,0,0,Tool Wear Failure
8401,55580.0,L,298.6,309.6,1533.0,40.7,106.0,0,0,0,0,0,0,Tool Wear Failure
8402,37815.0,H,298.5,309.4,1671.0,31.8,108.0,0,0,0,0,0,0,Tool Wear Failure
8403,55582.0,L,298.5,309.5,1370.0,52.4,113.0,0,0,0,0,0,0,Tool Wear Failure
8404,55583.0,L,298.5,309.6,1462.0,45.1,115.0,0,0,0,0,0,0,Tool Wear Failure
8405,55584.0,L,298.4,309.5,1545.0,36.6,117.0,0,0,0,0,0,0,Tool Wear Failure
8406,23265.0,M,298.4,309.5,1484.0,41.7,119.0,0,0,0,0,0,0,Tool Wear Failure
8407,23266.0,M,298.4,309.5,1344.0,45.3,122.0,0,0,0,0,0,0,Tool Wear Failure
8408,55587.0,L,298.4,309.5,1357.0,50.1,125.0,0,0,0,0,0,0,Tool Wear Failure
8409,23268.0,M,298.5,309.6,1572.0,33.0,127.0,0,0,0,0,0,0,Tool Wear Failure
8410,55589.0,L,298.5,309.6,1861.0,26.9,130.0,0,0,0,0,0,0,Tool Wear Failure
8411,55590.0,L,298.5,309.5,1548.0,44.5,132.0,0,0,0,0,0,0,Tool Wear Failure
8412,55591.0,L,298.6,309.8,1496.0,37.7,134.0,0,0,0,0,0,0,Tool Wear Failure
8413,23272.0,M,298.6,309.7,1314.0,49.7,136.0,0,0,0,0,0,0,Tool Wear Failure
8414,23273.0,M,298.6,309.7,1422.0,49.7,139.0,0,0,0,0,0,0,Tool Wear Failure
8415,55594.0,L,298.6,309.8,1842.0,20.1,142.0,0,0,0,0,0,0,Tool Wear Failure
8416,23275.0,M,298.7,309.9,1434.0,53.0,144.0,0,0,0,0,0,0,Tool Wear Failure
8417,23276.0,M,298.8,310.1,1585.0,31.3,147.0,0,0,0,0,0,0,Tool Wear Failure
8418,37831.0,H,298.8,310.1,1704.0,30.7,150.0,0,0,0,0,0,0,Tool Wear Failure
8419,55598.0,L,298.9,310.2,1971.0,23.2,155.0,0,0,0,0,0,0,Tool Wear Failure
8420,55599.0,L,299.0,310.3,1431.0,39.9,157.0,0,0,0,0,0,0,Tool Wear Failure
8421,55600.0,L,298.9,310.4,1546.0,37.7,159.0,0,0,0,0,0,0,Tool Wear Failure
8422,55601.0,L,298.9,310.3,1496.0,36.3,161.0,0,0,0,0,0,0,Tool Wear Failure
8423,37836.0,H,298.9,310.3,1243.0,63.0,163.0,0,0,0,0,0,0,Tool Wear Failure
8424,55603.0,L,299.0,310.4,1452.0,46.2,168.0,0,0,0,0,0,0,Tool Wear Failure
8425,55604.0,L,299.1,310.6,1380.0,44.7,170.0,0,0,0,0,0,0,Tool Wear Failure
8426,55605.0,L,299.2,310.6,1567.0,38.4,172.0,0,0,0,0,0,0,Tool Wear Failure
8427,55606.0,L,299.1,310.5,1628.0,35.9,174.0,0,0,0,0,0,0,Tool Wear Failure
8428,55607.0,L,299.1,310.4,1505.0,46.1,176.0,0,0,0,0,0,0,Tool Wear Failure
8429,23288.0,M,299.0,310.3,1827.0,28.0,178.0,0,0,0,0,0,0,Tool Wear Failure
8430,55609.0,L,299.0,310.3,1577.0,40.0,181.0,0,0,0,0,0,0,Tool Wear Failure
8431,55610.0,L,298.9,310.2,1304.0,57.2,183.0,0,0,0,0,0,0,Tool Wear Failure
8432,37845.0,H,298.9,310.1,1324.0,54.6,185.0,0,0,0,0,0,0,Tool Wear Failure
8433,55612.0,L,298.8,310.0,1537.0,39.9,190.0,0,0,0,0,0,0,Tool Wear Failure
8434,23293.0,M,298.8,310.1,1501.0,48.7,192.0,0,0,0,0,0,0,Tool Wear Failure
8435,23294.0,M,298.7,309.9,1654.0,29.1,195.0,0,0,0,0,0,0,Tool Wear Failure
8436,23295.0,M,298.7,310.0,1519.0,38.1,198.0,0,0,0,0,0,0,Tool Wear Failure
8437,55616.0,L,298.7,309.9,1371.0,51.3,201.0,0,0,0,0,0,0,Tool Wear Failure
8438,55617.0,L,298.7,309.8,1181.0,65.9,203.0,1,0,0,0,1,0,Overstrain Failure
8439,55618.0,L,298.6,309.8,1469.0,42.8,205.0,0,0,0,0,0,0,Tool Wear Failure
8440,55619.0,L,298.6,309.8,1637.0,34.6,207.0,0,0,0,0,0,0,Tool Wear Failure
8441,55620.0,L,298.6,309.8,1370.0,56.0,0.0,0,0,0,0,0,0,Tool Wear Failure
8442,55621.0,L,298.6,309.9,1630.0,30.6,2.0,0,0,0,0,0,0,Tool Wear Failure
8443,55622.0,L,298.6,310.0,1517.0,39.0,4.0,0,0,0,0,0,0,Tool Wear Failure
8444,23303.0,M,298.6,309.9,1668.0,32.3,6.0,0,0,0,0,0,0,Tool Wear Failure
8445,23304.0,M,298.6,309.9,1818.0,24.9,9.0,0,0,0,0,0,0,Tool Wear Failure
8446,23305.0,M,298.6,310.0,1541.0,36.9,12.0,0,0,0,0,0,0,Tool Wear Failure
8447,55626.0,L,298.5,309.9,1482.0,42.1,15.0,0,0,0,0,0,0,Tool Wear Failure
8448,55627.0,L,298.6,310.1,1439.0,49.9,17.0,0,0,0,0,0,0,Tool Wear Failure
8449,55628.0,L,298.5,310.0,1492.0,41.2,19.0,0,0,0,0,0,0,Tool Wear Failure
8450,55629.0,L,298.4,309.9,1725.0,27.8,21.0,0,0,0,0,0,0,Tool Wear Failure
8451,55630.0,L,298.4,310.0,1559.0,44.2,23.0,0,0,0,0,0,0,Tool Wear Failure
8452,55631.0,L,298.5,310.0,1435.0,42.5,25.0,0,0,0,0,0,0,Tool Wear Failure
8453,23312.0,M,298.6,310.0,1512.0,37.5,27.0,0,0,0,0,0,0,Tool Wear Failure
8454,55633.0,L,298.6,309.9,1564.0,37.1,30.0,0,0,0,0,0,0,Tool Wear Failure
8455,55634.0,L,298.6,310.0,1522.0,40.3,32.0,0,0,0,0,0,0,Tool Wear Failure
8456,55635.0,L,298.6,309.9,1356.0,59.5,34.0,0,0,0,0,0,0,Tool Wear Failure
8457,55636.0,L,298.6,309.9,1556.0,38.6,36.0,0,0,0,0,0,0,Tool Wear Failure
8458,55637.0,L,298.6,309.9,1393.0,45.5,38.0,0,0,0,0,0,0,Tool Wear Failure
8459,55638.0,L,298.7,309.9,1753.0,26.8,40.0,0,0,0,0,0,0,Tool Wear Failure
8460,55639.0,L,298.7,309.9,1651.0,29.5,42.0,0,0,0,0,0,0,Tool Wear Failure
8461,55640.0,L,298.7,309.9,1372.0,54.7,44.0,0,0,0,0,0,0,Tool Wear Failure
8462,55641.0,L,298.7,309.9,1446.0,43.3,46.0,0,0,0,0,0,0,Tool Wear Failure
8463,23322.0,M,298.7,309.8,1501.0,44.7,48.0,0,0,0,0,0,0,Tool Wear Failure
8464,23323.0,M,298.7,309.9,1411.0,45.1,51.0,0,0,0,0,0,0,Tool Wear Failure
8465,37878.0,H,298.6,309.7,1672.0,27.5,54.0,0,0,0,0,0,0,Tool Wear Failure
8466,23325.0,M,298.7,309.8,1475.0,40.5,59.0,0,0,0,0,0,0,Tool Wear Failure
8467,55646.0,L,298.7,309.8,1469.0,38.4,62.0,0,0,0,0,0,0,Tool Wear Failure
8468,55647.0,L,298.6,309.8,1704.0,28.3,64.0,0,0,0,0,0,0,Tool Wear Failure
8469,37882.0,H,298.6,309.7,1463.0,39.1,66.0,0,0,0,0,0,0,Tool Wear Failure
8470,23329.0,M,298.6,309.7,1280.0,64.1,71.0,0,0,0,0,0,0,Tool Wear Failure
8471,55650.0,L,298.7,309.9,1464.0,38.0,74.0,0,0,0,0,0,0,Tool Wear Failure
8472,55651.0,L,298.6,309.8,1332.0,46.4,76.0,0,0,0,0,0,0,Tool Wear Failure
8473,55652.0,L,298.5,309.7,1634.0,37.8,78.0,0,0,0,0,0,0,Tool Wear Failure
8474,23333.0,M,298.6,309.8,1430.0,43.1,80.0,0,0,0,0,0,0,Tool Wear Failure
8475,23334.0,M,298.5,309.7,1523.0,44.6,83.0,0,0,0,0,0,0,Tool Wear Failure
8476,23335.0,M,298.5,309.7,1557.0,37.7,86.0,0,0,0,0,0,0,Tool Wear Failure
8477,55656.0,L,298.5,309.6,1585.0,32.2,89.0,0,0,0,0,0,0,Tool Wear Failure
8478,37891.0,H,298.5,309.6,1579.0,33.5,91.0,0,0,0,0,0,0,Tool Wear Failure
8479,23338.0,M,298.5,309.7,1354.0,60.8,96.0,0,0,0,0,0,0,Tool Wear Failure
8480,55659.0,L,298.6,309.7,1627.0,33.4,99.0,0,0,0,0,0,0,Tool Wear Failure
8481,55660.0,L,298.4,309.6,1477.0,35.6,101.0,0,0,0,0,0,0,Tool Wear Failure
8482,23341.0,M,298.3,309.4,1595.0,29.0,103.0,0,0,0,0,0,0,Tool Wear Failure
8483,55662.0,L,298.4,309.5,1520.0,38.1,106.0,0,0,0,0,0,0,Tool Wear Failure
8484,55663.0,L,298.3,309.4,1618.0,31.5,108.0,0,0,0,0,0,0,Tool Wear Failure
8485,55664.0,L,298.4,309.5,1397.0,50.3,110.0,0,0,0,0,0,0,Tool Wear Failure
8486,55665.0,L,298.4,309.5,1450.0,47.9,112.0,0,0,0,0,0,0,Tool Wear Failure
8487,23346.0,M,298.5,309.5,1501.0,40.2,114.0,0,0,0,0,0,0,Tool Wear Failure
8488,55667.0,L,298.4,309.4,1392.0,50.1,117.0,0,0,0,0,0,0,Tool Wear Failure
8489,55668.0,L,298.4,309.4,1385.0,43.2,119.0,0,0,0,0,0,0,Tool Wear Failure
8490,55669.0,L,298.4,309.4,1461.0,46.3,121.0,0,0,0,0,0,0,Tool Wear Failure
8491,23350.0,M,298.5,309.6,1364.0,58.7,123.0,0,0,0,0,0,0,Tool Wear Failure
8492,55671.0,L,298.5,309.5,1579.0,38.6,126.0,0,0,0,0,0,0,Tool Wear Failure
8493,23352.0,M,298.4,309.5,1514.0,38.8,128.0,0,0,0,0,0,0,Tool Wear Failure
8494,23353.0,M,298.3,309.5,1560.0,36.9,131.0,0,0,0,0,0,0,Tool Wear Failure
8495,55674.0,L,298.3,309.5,1542.0,36.7,134.0,0,0,0,0,0,0,Tool Wear Failure
8496,55675.0,L,298.3,309.4,1668.0,27.1,136.0,0,0,0,0,0,0,Tool Wear Failure
8497,23356.0,M,298.3,309.4,1816.0,22.6,138.0,0,0,0,0,0,0,Tool Wear Failure
8498,23357.0,M,298.3,309.4,1509.0,34.2,141.0,0,0,0,0,0,0,Tool Wear Failure
8499,55678.0,L,298.4,309.6,1479.0,37.8,144.0,0,0,0,0,0,0,Tool Wear Failure
8500,55679.0,L,298.4,309.6,1655.0,30.2,146.0,0,0,0,0,0,0,Tool Wear Failure
8501,55680.0,L,298.3,309.5,1711.0,30.3,148.0,0,0,0,0,0,0,Tool Wear Failure
8502,55681.0,L,298.4,309.7,1581.0,34.6,150.0,0,0,0,0,0,0,Tool Wear Failure
8503,37916.0,H,298.6,309.8,1279.0,55.9,152.0,0,0,0,0,0,0,Tool Wear Failure
8504,55683.0,L,298.5,309.8,1468.0,40.9,157.0,0,0,0,0,0,0,Tool Wear Failure
8505,55684.0,L,298.4,309.7,1419.0,41.3,159.0,0,0,0,0,0,0,Tool Wear Failure
8506,55685.0,L,298.4,309.7,1530.0,38.6,161.0,0,0,0,0,0,0,Tool Wear Failure
8508,55687.0,L,298.4,309.7,1518.0,39.8,165.0,0,0,0,0,0,0,Tool Wear Failure
8509,23368.0,M,298.4,309.7,1679.0,33.3,167.0,0,0,0,0,0,0,Tool Wear Failure
8510,23369.0,M,298.4,309.7,1870.0,22.5,170.0,0,0,0,0,0,0,Tool Wear Failure
8511,55690.0,L,298.3,309.7,1484.0,44.3,173.0,0,0,0,0,0,0,Tool Wear Failure
8512,55691.0,L,298.4,309.7,1457.0,44.2,175.0,0,0,0,0,0,0,Tool Wear Failure
8513,37926.0,H,298.3,309.6,1546.0,36.2,177.0,0,0,0,0,0,0,Tool Wear Failure
8514,23373.0,M,298.2,309.5,1478.0,36.5,182.0,0,0,0,0,0,0,Tool Wear Failure
8515,55694.0,L,298.2,309.4,1447.0,47.1,185.0,0,0,0,0,0,0,Tool Wear Failure
8516,55695.0,L,298.2,309.4,1443.0,45.4,187.0,0,0,0,0,0,0,Tool Wear Failure
8517,55696.0,L,298.3,309.6,1527.0,30.9,189.0,0,0,0,0,0,0,Tool Wear Failure
8518,23377.0,M,298.3,309.6,1469.0,54.8,191.0,0,0,0,0,0,0,Tool Wear Failure
8519,23378.0,M,298.3,309.6,1681.0,27.1,194.0,0,0,0,0,0,0,Tool Wear Failure
8520,55699.0,L,298.3,309.6,1420.0,44.1,197.0,0,0,0,0,0,0,Tool Wear Failure
8521,23380.0,M,298.3,309.5,1543.0,49.9,199.0,0,0,0,0,0,0,Tool Wear Failure
8522,55701.0,L,298.4,309.5,1376.0,50.4,202.0,0,0,0,0,0,0,Tool Wear Failure
8523,37936.0,H,298.3,309.4,1631.0,29.8,0.0,0,0,0,0,0,0,Tool Wear Failure
8524,37937.0,H,298.3,309.3,1529.0,41.7,5.0,0,0,0,0,0,0,Tool Wear Failure
8525,55704.0,L,298.3,309.4,1468.0,46.2,10.0,0,0,0,0,0,0,Tool Wear Failure
8526,55705.0,L,298.3,309.4,1378.0,52.3,12.0,0,0,0,0,0,0,Tool Wear Failure
8527,55706.0,L,298.3,309.3,1401.0,51.9,14.0,0,0,0,0,0,0,Tool Wear Failure
8528,55707.0,L,298.4,309.3,1531.0,37.4,16.0,0,0,0,0,0,0,Tool Wear Failure
8529,55708.0,L,298.4,309.3,1512.0,35.8,18.0,0,0,0,0,0,0,Tool Wear Failure
8530,23389.0,M,298.5,309.4,1522.0,47.4,20.0,0,0,0,0,0,0,Tool Wear Failure
8531,23390.0,M,298.5,309.3,1615.0,31.8,23.0,0,0,0,0,0,0,Tool Wear Failure
8532,55711.0,L,298.6,309.3,1449.0,46.5,26.0,0,0,0,0,0,0,Tool Wear Failure
8533,55712.0,L,298.6,309.4,1315.0,55.5,28.0,0,0,0,0,0,0,Tool Wear Failure
8534,23393.0,M,298.6,309.4,1465.0,41.1,30.0,0,0,0,0,0,0,Tool Wear Failure
8535,23394.0,M,298.6,309.5,1404.0,43.3,33.0,0,0,0,0,0,0,Tool Wear Failure
8536,55715.0,L,298.6,309.5,1547.0,44.8,36.0,0,0,0,0,0,0,Tool Wear Failure
8537,23396.0,M,298.6,309.5,1426.0,45.4,38.0,0,0,0,0,0,0,Tool Wear Failure
8538,55717.0,L,298.6,309.5,1730.0,30.2,41.0,0,0,0,0,0,0,Tool Wear Failure
8539,55718.0,L,298.5,309.4,1548.0,37.7,43.0,0,0,0,0,0,0,Tool Wear Failure
8540,55719.0,L,298.5,309.4,1517.0,40.2,45.0,0,0,0,0,0,0,Tool Wear Failure
8541,55720.0,L,298.6,309.5,1687.0,29.3,47.0,0,0,0,0,0,0,Tool Wear Failure
8542,55721.0,L,298.5,309.5,1738.0,25.2,49.0,0,0,0,0,0,0,Tool Wear Failure
8543,37956.0,H,298.4,309.4,1512.0,35.3,51.0,0,0,0,0,0,0,Tool Wear Failure
8544,23403.0,M,298.5,309.4,1365.0,48.7,56.0,0,0,0,0,0,0,Tool Wear Failure
8545,37958.0,H,298.5,309.4,2011.0,21.0,59.0,0,0,0,0,0,0,Tool Wear Failure
8546,55725.0,L,298.4,309.3,1806.0,27.6,64.0,0,0,0,0,0,0,Tool Wear Failure
8547,55726.0,L,298.4,309.3,1716.0,28.4,66.0,0,0,0,0,0,0,Tool Wear Failure
8548,23407.0,M,298.4,309.4,1666.0,24.3,68.0,0,0,0,0,0,0,Tool Wear Failure
8549,55728.0,L,298.5,309.4,1578.0,36.3,71.0,0,0,0,0,0,0,Tool Wear Failure
8550,55729.0,L,298.3,309.3,1558.0,37.2,73.0,0,0,0,0,0,0,Tool Wear Failure
8551,55730.0,L,298.3,309.2,1456.0,45.5,75.0,0,0,0,0,0,0,Tool Wear Failure
8552,23411.0,M,298.2,309.1,1457.0,49.0,77.0,0,0,0,0,0,0,Tool Wear Failure
8553,55732.0,L,298.2,309.1,1467.0,44.5,80.0,0,0,0,0,0,0,Tool Wear Failure
8554,23413.0,M,298.1,309.0,1661.0,38.2,82.0,0,0,0,0,0,0,Tool Wear Failure
8555,55734.0,L,298.1,309.0,1592.0,33.9,85.0,0,0,0,0,0,0,Tool Wear Failure
8556,55735.0,L,298.2,309.0,1596.0,37.2,87.0,0,0,0,0,0,0,Tool Wear Failure
8557,55736.0,L,298.2,309.0,1489.0,40.6,89.0,0,0,0,0,0,0,Tool Wear Failure
8558,55737.0,L,298.3,309.0,1471.0,48.3,91.0,0,0,0,0,0,0,Tool Wear Failure
8559,23418.0,M,298.3,309.0,1505.0,41.3,93.0,0,0,0,0,0,0,Tool Wear Failure
8560,55739.0,L,298.3,309.0,1519.0,40.0,96.0,0,0,0,0,0,0,Tool Wear Failure
8561,55740.0,L,298.3,309.0,1408.0,45.4,98.0,0,0,0,0,0,0,Tool Wear Failure
8562,55741.0,L,298.2,308.9,1332.0,44.4,100.0,0,0,0,0,0,0,Tool Wear Failure
8563,55742.0,L,298.1,308.9,1351.0,52.4,102.0,0,0,0,0,0,0,Tool Wear Failure
8564,55743.0,L,298.0,308.9,1500.0,36.7,104.0,0,0,0,0,0,0,Tool Wear Failure
8565,23424.0,M,298.0,308.7,1614.0,30.7,106.0,0,0,0,0,0,0,Tool Wear Failure
8566,55745.0,L,298.0,308.8,1489.0,36.5,109.0,0,0,0,0,0,0,Tool Wear Failure
8567,23426.0,M,297.9,308.7,1751.0,26.6,111.0,0,0,0,0,0,0,Tool Wear Failure
8568,55747.0,L,298.0,308.7,1511.0,45.8,114.0,0,0,0,0,0,0,Tool Wear Failure
8569,55748.0,L,297.9,308.6,1691.0,29.6,116.0,0,0,0,0,0,0,Tool Wear Failure
8570,55749.0,L,297.9,308.6,1757.0,27.5,118.0,0,0,0,0,0,0,Tool Wear Failure
8571,37984.0,H,297.9,308.7,1545.0,35.9,120.0,0,0,0,0,0,0,Tool Wear Failure
8572,55751.0,L,297.9,308.6,2262.0,15.7,125.0,0,0,0,0,0,0,Tool Wear Failure
8573,23432.0,M,297.7,308.5,1559.0,35.2,127.0,0,0,0,0,0,0,Tool Wear Failure
8574,55753.0,L,297.6,308.4,1626.0,32.4,130.0,0,0,0,0,0,0,Tool Wear Failure
8575,55754.0,L,297.6,308.3,1424.0,53.9,132.0,0,0,0,0,0,0,Tool Wear Failure
8576,23435.0,M,297.6,308.3,1648.0,29.1,134.0,0,0,0,0,0,0,Tool Wear Failure
8577,55756.0,L,297.6,308.3,1523.0,39.5,137.0,0,0,0,0,0,0,Tool Wear Failure
8578,55757.0,L,297.6,308.3,1502.0,43.2,139.0,0,0,0,0,0,0,Tool Wear Failure
8579,55758.0,L,297.5,308.2,1489.0,40.7,141.0,0,0,0,0,0,0,Tool Wear Failure
8580,23439.0,M,297.4,308.1,1620.0,31.2,143.0,0,0,0,0,0,0,Tool Wear Failure
8581,55760.0,L,297.5,308.1,1631.0,30.6,146.0,0,0,0,0,0,0,Tool Wear Failure
8582,23441.0,M,297.5,308.0,1429.0,45.8,148.0,0,0,0,0,0,0,Tool Wear Failure
8583,23442.0,M,297.5,308.1,1334.0,72.0,151.0,1,0,0,1,0,0,Power Failure
8584,55763.0,L,297.4,308.0,1423.0,38.0,154.0,0,0,0,0,0,0,Tool Wear Failure
8585,55764.0,L,297.4,307.9,1390.0,47.7,156.0,0,0,0,0,0,0,Tool Wear Failure
8586,23445.0,M,297.4,307.9,1338.0,48.5,158.0,0,0,0,0,0,0,Tool Wear Failure
8587,38000.0,H,297.3,307.9,1461.0,37.5,161.0,0,0,0,0,0,0,Tool Wear Failure
8588,23447.0,M,297.4,307.9,1627.0,34.3,166.0,0,0,0,0,0,0,Tool Wear Failure
8589,55768.0,L,297.3,307.8,1385.0,44.4,169.0,0,0,0,0,0,0,Tool Wear Failure
8590,23449.0,M,297.3,307.8,1538.0,48.0,171.0,0,0,0,0,0,0,Tool Wear Failure
8591,55770.0,L,297.4,307.9,1557.0,35.5,174.0,0,0,0,0,0,0,Tool Wear Failure
8592,55771.0,L,297.4,307.9,1606.0,33.4,176.0,0,0,0,0,0,0,Tool Wear Failure
8593,23452.0,M,297.5,308.0,1430.0,44.5,178.0,0,0,0,0,0,0,Tool Wear Failure
8594,23453.0,M,297.4,308.0,1601.0,34.6,181.0,0,0,0,0,0,0,Tool Wear Failure
8595,55774.0,L,297.4,308.0,1356.0,51.9,184.0,0,0,0,0,0,0,Tool Wear Failure
8596,23455.0,M,297.5,308.2,1624.0,30.9,186.0,0,0,0,0,0,0,Tool Wear Failure
8597,55776.0,L,297.5,308.2,1327.0,56.5,189.0,0,0,0,0,0,0,Tool Wear Failure
8598,55777.0,L,297.6,308.3,1410.0,47.0,191.0,0,0,0,0,0,0,Tool Wear Failure
8599,55778.0,L,297.6,308.3,1478.0,42.3,193.0,0,0,0,0,0,0,Tool Wear Failure
8600,55779.0,L,297.6,308.4,1460.0,40.3,195.0,0,0,0,0,0,0,Tool Wear Failure
